zts1e	NosVille
zts146e	Citadel
zts147e	Angel Citadel
zts148e	Demon Citadel
zts149e	Bitoren Tundra
zts150e	Shares Canyon
zts151e	Morcos' Throne
zts152e	Port Alveus Square
zts153e	Port Alveus Market
zts154e	Ship
zts155e	Western Frost Land
zts156e	Eastern Frost Land
zts157e	North Ice Desert
zts161e	Lorten Forest
zts162e	Cleft of Darkness
zts163e	Radikun Beach
zts164e	Calvinas' Nest
zts165e	Radikun Beach
zts166e	Mortaz Desert Port
zts167e	Port Surroundings
zts168e	Neil's Camp Area
zts169e	Neil's Camp
zts170e	East Merchant Camp
zts171e	Melki's Camp Area
zts172e	Melki's Camp
zts173e	Akamur Camp
zts174e	West Merchant Camp
zts175e	Keru's Camp Area
zts176e	Keru's Camp
zts177e	Garton's Camp Area
zts178e	Temple Path
zts179e	Temple Site
zts180e	Garton's Camp
zts181e	Lost Desert
zts182e	Desert Eagle City
zts183e	Robber Courtyard
zts184e	Robber Centre
zts185e	Rashid Courtyard
zts186e	Rashid Centre
zts187e	Robber Camp Area
zts188e	Desert Robber Camp
zts189e	Aster Temple
zts190e	Treasure Hunt Camp
zts191e	Akamur Quarter
zts192e	Chaos Zone
zts193e	Chaos Environment
zts194e	Aster Courtyard
zts195e	Aster Centre
zts196e	Secret Path
zts197e	Robber Cellar
zts198e	Robber Centre
zts199e	Robber Altar
zts200e	Jack's Hideout
zts201e	Wedding Gazebo
zts202e	Crystal Cave
zts203e	Crystal Altar
zts204e	Path to the Nest
zts205e	Breeding Grounds
zts206e	Nest Surroundings
zts207e	Pirate Ship
zts208e	below deck
zts209e	Foredeck
zts210e	Northern Desert
zts211e	Volcano Gate
zts212e	Kertos' Jaws
zts213e	Eastern Path
zts214e	Western Path
zts215e	Valakus' Claws
zts216e	Phoenix Wings
zts217e	Left Wing
zts218e	Right Wing
zts219e	Katol's Street
zts220e	Grenigas Temple
zts221e	Valakus' Lair
zts222e	Valakus' Cave
zts223e	Valakus' Path
zts224e	Grenigas Square
zts225e	Lava Path
zts226e	Way of the Phoenix
zts227e	Kertos' Cave
zts228e	Kertos' Path
zts229e	Kertos' Lair
zts230e	Dragon Cavern Path
zts231e	Water Grotto
zts233e	Unknown Land
zts234e	Caligor's Realm
zts235e	Horrorholme
zts236e	Sinister Path
zts237e	Fox's Den
zts238e	Witch's House
zts239e	Bunny's Backyard
zts240e	Cylloan
zts241e	Heaven's Gate 1
zts242e	Heaven's Gate 2
zts243e	Heaven's Gate 3
zts244e	Heaven's Gate 4
zts245e	Hell's Gate 1
zts246e	Hell's Gate 2
zts247e	Hell's Gate 3
zts248e	Hell's Gate 4
zts249e	Heaven's Ruins 1
zts250e	Heaven's Ruins 2
zts251e	Hell's Ruins 1
zts252e	Hell's Ruins 2
zts253e	Ancelloan's Will 1
zts254e	Ancelloan's Will 2
zts255e	Ancelloan's Will 3
zts256e	Ancelloan's Will 4
zts257e	Ancelloan's Will 5
zts258e	Ancelloan's Will 6
zts259e	Airship - Cylloan
zts260e	Airship
zts261e	Temple Site
zts262e	Path to Temple Site
zts263e	Midgard
zts264e	Castle Treasury
zts265e	Castle Aria Int.
zts266e	Tart Hapendam
zts267e	Oasis
zts268e	Jotunheim
zts269e	Forgotten Tower
zts270e	Forgotten Tower 1
zts271e	Forgotten Tower 2
zts272e	Forgotten Tower 3
zts273e	Forgotten Tower 4
zts274e	Forgotten Tower 5
zts275e	Forgotten Tower 6
zts276e	Forgotten Tower 7
zts277e	Catacombs Entrance
zts278e	Catacombs Region
zts279e	Lost Catacombs
zts280e	Cuarry Bank
zts281e	Lopello Library
zts282e	Misty Forest
zts283e	Cave of Memory
zts284e	Side Road
zts285e	Dense Forest
zts286e	Waterfall Passage
zts287e	Hidden Land
zts288e	Front of Temple
zts289e	Mystical Temple
zts290e	Occ. Chicken Farm
zts291e	Cliff Cave
zts292e	Wolf's Lair
zts293e	Olorun Village
zts294e	The Mukrash
zts295e	North Beach
zts296e	Port Moritius
zts297e	South Beach
zts298e	Woodland Path
zts299e	Forest Cliff
zts300e	Spirit Forest Edge
zts301e	Spirit Forest
zts302e	Olorun Farm
zts303e	Beast's Lair
zts304e	Polluted Path
zts305e	Polluted Forest
zts306e	Belial Throneroom
zts307e	Celestial Spire 1
zts308e	Celestial Spire 2
zts309e	Celestial Spire 3
zts310e	Celestial Spire 4
zts311e	Celestial Spire 5
zts312e	Spirit King Forest
zts313e	The Saint Maria
zts314e	Beast King's Lair
zts16530e	CS Interior
zts16531e	CS - Top Level
zts16532e	Dragonveil
zts16533e	Eastern Skytrail
zts16534e	Lakeside Gorge
zts16535e	Dragon Ranch
zts16536e	Northern Skytrail
zts16537e	Frozen Lake
zts16538e	Ice Dungeon
zts16539e	Gorge Path 1
zts16540e	Gorge Path 2
zts16541e	Gorge Path 3
zts16542e	Gravel Gorge
zts16543e	Path of Destiny
zts16544e	A. Dragon's Lair
zts16545e	Dragon's Lair
zts16546e	A. Dragon's Nest
zts16547e	Dragonveil Siege
zts16548e	Land of Life
zts16549e	Advanced Land of Life
