zts1e	Sklep z narzêdziami Teo
zts66e	Naprawdê? Jesteœ pewien? Ale dlaczego mówi siê na to zak³ad?
zts67e	Ach, to dlatego, ¿e czasem zdarza mi siê przeoczyæ b³êdy. Dlatego te¿ nie mogê zagwarantowaæ bezpieczeñstwa przedmiotów.
zts68e	Naprawdê? Jak to mo¿liwe?
zts69e	Nie zdarza siê to jednak zbyt czêsto. A przy negatywnym poziomie unikalnoœci szansa na sukces jest jeszcze wiêksza!
zts70e	A jeœli poziom unikalnoœci jest wysoki?
zts71e	Có¿, nie jestem zbyt pewien...
zts72e	Jeœli przedmiot po dotkniêciu nie zniknie, na pewno uzyska poziom unikalnoœci od 1 do 7.
zts74e	Info NosObozu
zts101e	Zakoñcz
zts102e	Co chcesz wiedzieæ?
zts104e	Jaka jest ró¿nica w czasoprzestrzeni pomiêdzy misj¹ a misj¹ rekordow¹?
zts119e	W zasadzie istnieje tylko jedna ró¿nica - podczas misji punkty bêd¹ przydzielane w zale¿noœci od osi¹gniêæ poszukiwacza przygód.
zts120e	Gdy rozpoczniesz misjê rekordow¹, mo¿esz pobiæ rekord punktów uzyskany przez innego gracza.
zts121e	Na co komu misja rekordowa? Nie widzê ¿adnych korzyœci...
zts122e	Jak tylko pobijesz rekord, twoje imiê zostanie zapisane na kamieniu czasoprzestrzeni, co zapewni ci respekt wszystkich graczy. Czy to nie cudowne?
zts123e	Wed³ug plotek Lord Cuarry wrêczy niebawem spore nagrody graczom, którzy osi¹gnêli najwy¿sze wyniki. Poza tym dla poszukiwacza przygód to reputacja jest najwa¿niejsza, prawda?
zts124e	Nie myœlisz, ¿e ka¿dy wielokrotnie bêdzie próbowa³ pobiæ rekord, by uwieczniæ siê na kamieniu czasoprzestrzeni?
zts125e	Za misje rekordowe musisz zap³aciæ w z³ocie, nic nie ma za darmo. Jeœli nie jesteœ pewien co do tego, ¿e zdo³asz pobiæ rekord, to lepiej nie marnuj pieniêdzy.
zts126e	Dobrze siê zastanów, zanim spróbujesz pobiæ rekord.
zts127e	Nie musimy koniecznie przyjmowaæ misji rekordowej.
zts128e	Ale¿ tak, oczywiœcie! Czemu zachowujesz siê jak tchórz? Jeœli jesteœ prawdziwym poszukiwaczem przygód, przyjmij to wyzwanie! To przecie¿ obowi¹zek ka¿dego dzielnego poszukiwacza przygód!
zts129e	OK, rozumiem. Zastanowiê siê nad tym.
zts130e	Niechaj przydarz¹ ci siê cudowne przygody!
zts131e	Jakiej profesji chcesz siê nauczyæ?
zts132e	Wojownik. Chcê zostaæ mistrzem walki wrêcz.
zts133e	£ucznik. Chcê zostaæ wyj¹tkowo szybkim ³ucznikiem.
zts134e	Mag. Na polu bitwy chcê w³adaæ magiczn¹ moc¹.
zts135e	Jeœli zmienisz swoj¹ profesjê, nie bêdziesz móg³ d³u¿ej u¿ywaæ ekwipunku poszukiwacza przygód.
zts136e	Dlatego te¿ musisz najpierw zdj¹æ swój kompletny ekwipunek. W zamian za to otrzymasz od nas wyposa¿enie, pasuj¹ce do twej profesji. Zgadzasz siê?
zts137e	Jaki jest stan nowego ekwipunku?
zts138e	Wyposa¿enie to jest dobre i przyda ci siê podczas wykonywania nowej profesji.
zts139e	OK, rozumiem.
zts140e	Lord Cuarry ju¿ nas nie wspiera i pozostaliœmy sami z tym wszystkim.
zts141e	Czy chcesz zmieniæ profesjê?
zts142e	Tak, chcê zmieniæ teraz sw¹ profesjê.
zts143e	Nie, wrócê ponownie póŸniej.
zts156e	Rodzina to swego rodzaju wspólnota, któr¹ mo¿esz za³o¿yæ wraz z innymi graczami Nostale. Dziel siê swymi troskami i radoœciami z innymi cz³onkami rodziny. Wspierajcie siê nawzajem... To w³aœnie jest esencj¹ szczêœliwej rodziny!
zts157e	Jak mogê ci pomóc?
zts158e	Chcê za³o¿yæ rodzinê.
zts159e	Chcê rozwi¹zaæ rodzinê.
zts160e	Czego potrzeba do za³o¿enia rodziny?
zts161e	Jakie s¹ komendy potrzebne do zarz¹dzania rodzin¹?
zts162e	Dziêkujê ci za pomoc. Do zobaczenia!
zts163e	Aby za³o¿yæ rodzinê, potrzebujesz trzech poszukiwaczy przygód, którzy wybrali profesjê i ukoñczyli Akt 1-1.
zts164e	Tych trzech graczy musi nale¿eæ do jednej grupy. Któryœ z nich musi wówczas ze mn¹ porozmawiaæ o za³o¿eniu rodziny oraz uiœciæ stosown¹ op³atê. Za³o¿enie wymaga jednorazowej op³aty w wysokoœci 200 000 szt. z³ota.
zts165e	Na koniec musi jeszcze wpisaæ swoj¹ nazwê rodziny. Gracz, który ze mn¹ zagada i uiœci op³atê, zostaje szefem rodziny. Pozostali dwaj cz³onkowie grupy zostaj¹ reprezentantami rodziny.
zts166e	Wybacz, ale niestety menu rodziny nie jest jeszcze do koñca rozbudowane. Czêœci funkcji nie mo¿na obecnie u¿ywaæ.
zts167e	Uzbrój siê w trochê cierpliwoœci. Robimy, co w naszej mocy, by pomóc jak najszybciej.
zts168e	Rozumiem.
zts169e	Aby skorzystaæ z czatu rodzinnego, umieœæ dwukropek ":" przed swoj¹ wiadomoœci¹.
zts170e	Mo¿esz u¿ywaæ poleceñ rodziny w oknie czatu, wpisuj¹c z przodu %.
zts171e	Jeœli chcesz zaprosiæ kogoœ do swojej rodziny, u¿yj polecenia: [%Familyinvite] nazwa postaci - tylko szef rodziny lub zarz¹dca rodziny mog¹ wykonaæ to polecenie.
zts172e	Istniej¹ dwie mo¿liwoœci wykluczenia gracza z rodziny. Mo¿na u¿yæ polecenia %Familydismiss. Szef rodziny mo¿e wykluczyæ gracza z rodziny wbrew jego woli, u¿ywaj¹c polecenia %Familydismiss nazwa postaci.
zts173e	Szef rodziny ani reprezentanta rodziny nie mo¿na wyrzuciæ. Ka¿dy, kto zosta³ wyrzucony, musi odczekaæ trzy dni, zanim bêdzie móg³ za³o¿yæ now¹ rodzinê albo przy³¹czyæ siê do nowej.
zts174e	Rodzina, obok szefa rodziny, potrzebuje tak¿e dwóch reprezentantów rodziny. Aby zmieniæ reprezentanta rodziny, u¿yj polecenia %Familydeputy ObecnyReprezentant NowyReprezentant
zts175e	Jeœli zechcesz przekazaæ funkcjê szefa rodziny innemu graczowi, ten musi piastowaæ ju¿ funkcjê zarz¹dcy rodziny. Przy pomocy tego polecenia mo¿esz przekazaæ funkcjê szefa rodziny: [%Familyhead]
zts176e	Aby przes³aæ wiadomoœæ wszystkim cz³onkom rodziny, u¿yj polecenia [%Komunikat] twoja_wiadomoœæ. Otrzymaj¹ twoj¹ wiadomoœæ zaraz po zalogowaniu siê do gry.
zts177e	Nawet jeœli obecnie zarz¹dzanie rodzin¹ nie jest proste, mam nadziejê, ¿e zdobêdziesz wiele dobrych doœwiadczeñ ze swoj¹ grup¹ i bêdziesz dobrze siê bawi³.
zts178e	Jak najszybciej postaramy siê wprowadziæ dalsze przydatne funkcje.
zts179e	Trening NosVille
zts191e	Co chcesz wiedzieæ?
zts192e	Opowiedz mi wiêcej na temat treningu.
zts193e	Czym s¹ umiejêtnoœci podstawowe?
zts194e	Czym jest dodatkowa umiejêtnoœæ?
zts195e	Jak mogê usun¹æ umiejêtnoœæ?
zts196e	Na twoj¹ edukacjê sk³ada siê kilka pasywnych umiejêtnoœci, które trwale poprawiaj¹ twoje umiejêtnoœci w walce.
zts197e	Oczywiœcie trening nie jest za darmo, musisz zap³aciæ za niego w z³ocie. Gdy wybierzesz profesjê i osi¹gniesz w walce odpowiedni poziom, bêdziesz móg³ rozpocz¹æ naukê.
zts198e	Jak mogê zwiêkszyæ swój poziom bojowy?
zts199e	Za ka¿dym razem, gdy zabijesz potwora, zdobywasz punkty doœwiadczenia, zwiêkszaj¹ce twój poziom walki. Trening sk³ada siê z trzech etapów: niskiego, œredniego i zaawansowanego. Ukoñczenie niskiego etapu nie jest konieczne do rozpoczêcia etapu œredniego.
zts200e	Czy mog¹ pojawiæ siê przez to jakieœ trudnoœci lub problemy?
zts201e	Nie. Nie ma du¿ej ró¿nicy pomiêdzy bezpoœrednim przejœciem do poziomu œredniego, a przejœciem do poziomu œredniego przez poziom niski.
zts202e	£atwiej ci jednak bêdzie zakañczaæ poziomy po kolei.
zts203e	Umiejêtnoœci podstawowe to takie, które póŸniej przydadz¹ ci siê w walce.
zts204e	Aby nauczyæ siê umiejêtnoœci podstawowej, potrzebujesz pewnej iloœci PP i z³ota. Potrzebujesz tak¿e odpowiedniego poziomu profesji.
zts205e	Czym s¹ PP i poziom profesji?
zts206e	Twój poziom profesji zwiêkszy siê za ka¿dym razem, gdy pokonasz potwora. Za ka¿de zwiêkszenie poziomu profesji otrzymasz PP, potrzebnych ci do nauczenia siê umiejêtnoœci.
zts207e	Jednak nigdy nie wystarczy ci PP na naukê wszystkich umiejêtnoœci. Wybieraj wiêc swoje umiejêtnoœci uwa¿nie.
zts208e	Dodatkowe umiejêtnoœci to takie, które wzmacniaj¹ umiejêtnoœci podstawowe.
zts209e	WeŸmy na przyk³ad podstawow¹ umiejêtnoœæ Mocne Uderzenie. Jeœli nauczysz siê dodatkowej umiejêtnoœci Nag³y Cios, bêdzie on zawsze automatycznie u¿ywany podczas wykonywania Nag³ego Ataku.
zts210e	Czy wiêc ta sama umiejêtnoœæ mo¿e powodowaæ ró¿ne efekty, zale¿nie od umiejêtnoœci dodatkowej?
zts211e	Tak, to prawda. Mo¿esz nauczyæ siê ³¹cznie do czterech rodzajów umiejêtnoœci dodatkowych dla ka¿dej umiejêtnoœci podstawowej.
zts212e	Musisz jednak uwa¿aæ, poniewa¿ nie mo¿esz nauczyæ siê umiejêtnoœci dodatkowych, maj¹cych ten sam symbol. W prawym dolnym rogu danej umiejêtnoœci mo¿na zobaczyæ symbole kó³ i kwadratów.
zts213e	Jakie znaczenie maj¹ te symbole?
zts214e	Gdy otworzysz okienko umiejêtnoœci, zobaczysz tam sloty z ró¿nymi symbolami. Te symbole pokazuj¹ ci, w którym slocie umieœciæ jak¹ umiejêtnoœæ.
zts215e	Rozumiem. Umiejêtnoœæ dodatkowa musi mieæ ten sam symbol, co slot. Dlatego te¿ mogê wyuczyæ siê jednej umiejêtnoœci dodatkowej na symbol.
zts216e	Jeœli nauczysz siê umiejêtnoœci dodatkowej o zajêtym ju¿ symbolu, poprzednia umiejêtnoœæ zostanie przepisana. Ale nie musisz siê martwiæ. W takim wypadku otrzymasz ostrze¿enie.
zts217e	Jeœli stwierdzisz, ¿e wyuczona umiejêtnoœæ ju¿ ci siê nie przyda, lub jeœli bêdziesz potrzebowa³ wydanych PP na naukê innej umiejêtnoœci, bêdziesz móg³ skasowaæ tê umiejêtnoœæ.
zts218e	W celu skasowania danej umiejêtnoœæ, dwukrotnie kliknij na ni¹ w oknie nauki umiejêtnoœci.
zts219e	Jeœli skasujesz umiejêtnoœæ, wydane na jej naukê PP zostan¹ Ci zwrócone. Jednak¿e w celu skasowania umiejêtnoœci musisz zap³aciæ tyle samo, ile zap³aci³eœ za jej wyuczenie.
zts220e	Podstawowa umiejêtnoœæ mo¿e zostaæ skasowana dopiero po usuniêciu wszystkich umiejêtnoœci dodatkowych.
zts221e	Nie mo¿na usun¹æ umiejêtnoœci wyuczonych podczas treningu. Nic nie tracisz, poniewa¿ nie trzeba za nie p³aciæ ani jednego PP.
zts222e	Stowarzyszenie Alchemii
zts233e	Rynek NosVille
zts257e	Butik
zts266e	Witaj, w czym mogê pomóc?
zts267e	Opowiedz mi coœ o akcesoriach.
zts268e	Akcesoria stanowi¹ dope³nienie ubioru i wskazuj¹ na status socjalny tego, kto je nosi.
zts269e	Ale z pewnoœci¹ szukasz czegoœ bardziej przydatnego.
zts270e	Akcesoria maj¹ zadziwiaj¹ce magiczne moce. Mo¿na powiedzieæ, ¿e magia zosta³a roztopiona i w³o¿ona do akcesoriów.
zts271e	Maj¹ te¿ sloty opcji umo¿liwiaj¹ce dodanie nowych mocy.
zts272e	Tak? Mo¿esz mi to dok³adniej objaœniæ?
zts273e	Ha! Wiedzia³em, ¿e zainteresuje ciê ta czêœæ? OK, powiem ci.
zts274e	Akcesoria posiadaj¹ tak zwane sloty i poziomy opcji.
zts275e	Sloty opcji pokazuj¹ liczbê opcji, które mo¿esz u¿yæ. Poziom opcji pokazuje, do jakiego poziomu jest to mo¿liwe. Nad¹¿asz?
zts276e	Tak... Tak, ale jak mogê dodaæ opcjê?
zts277e	Bêdziesz potrzebowa³ do tego cellona. Cellony to œwiec¹ce klejnoty.
zts278e	Poziom cellona decyduje o poziomie opcji. Im wy¿szy poziom Cellona, tym lepiej.
zts279e	Ach, poza tym nie mo¿esz wybraæ sobie u¿ywanej opcji. Wszystko zale¿y od przeznaczenia i twojego szczêœcia.
zts280e	Sk¹d mogê wzi¹æ cellony?
zts281e	Cellony mo¿na uzyskaæ poprzez uszlachetnianie kamieni Gillion. Poza tym do tego procesu potrzeba uszlachetniacza cellonu.
zts282e	Uszlachetniacz Cellonu mo¿esz nabyæ w sklepach alchemicznych.
zts283e	Kr¹g Czasu (NosVille)
zts285e	WejdŸ na nieograniczon¹ Arenê Ogóln¹!
zts286e	WejdŸ na nieograniczon¹ Arenê Rodzinn¹!
zts287e	Spójrz, oto lista krêgów czasu.
zts290e	Do jakiego miejsca chcesz siê udaæ?
zts291e	Zachodni Krem (1000 szt. z³ota)
zts292e	Manysales (miasto Kovoltów)
zts294e	Luksusowe artyku³y Mary
zts297e	Biuro konstrukcyjne Krabumm (miasto Kovoltów)
zts299e	Sklep (miasto Kovoltów)
zts301e	Kr¹g Czasu (Koaren)
zts304e	NosVille (0 z³ota)
zts305e	WejdŸ do krêgu czasu.
zts306e	WejdŸ bezpoœrednio do areny i krêgu czasu.
zts307e	Akt 1 - Intro
zts308e	Akt 1 - Drzewo Fernon
zts309e	Uwaga, poszukiwaczu przygód! Dam ci twoj¹ pierwsz¹ misjê:
zts310e	Zakoñcz powstanie Kovoltów!
zts311e	Ale sytuacja staje siê coraz gorsza i rozwija siê w kierunku wojny, dlatego trzeba temu przeciwdzia³aæ.
zts312e	Aby temu zapobiec, potrzebni s¹ prawdziwi bohaterowie!
zts313e	Pojawia siê nowy wróg, który próbuje ciê powstrzymaæ.
zts314e	Wskrzeszenie drzewa Fernon mo¿e pogr¹¿yæ ca³y œwiat w chaosie!
zts315e	Czy jesteœ gotów, aby podj¹æ siê tej przygody?
zts316e	To dopiero pocz¹tek...
zts317e	Uwa¿aj na siebie! Czeka na ciebie wiele przygód!
zts318e	Akt 2 - Intro
zts319e	Wspólnie mo¿emy przezwyciê¿yæ ten kryzys.
zts320e	To jeszcze nie koniec! Drzewo Fernon mo¿e przebudziæ siê w ka¿dej chwili, jednak nikt nie wie, kiedy dok³adnie to nast¹pi.
zts321e	Catsy, tajemnicze plemiê, posiadaj¹ pieczêæ Drzewa Fernon.
zts322e	Jednak¿e plemiona Kovoltów i Catsy s¹ ze sob¹ sk³ócone od wieków.
zts323e	Jeœli znów zaczn¹ walczyæ, byæ mo¿e dojdzie do straszliwej wojny.
zts324e	Kryzys siê jeszcze nie skoñczy³!
zts325e	Maluje siê widmo nowej katastrofy! Aby temu zapobiec, bêdziesz musia³ podo³aæ wielu przygodom.
zts326e	Akt 2 - Wskrzeszenie Diab³a
zts327e	Przygotuj siê!
zts328e	Rozmowa z NPC z NosVille
zts329e	Jesteœ ten nowy, prawda?
zts330e	Tak i na pewno dam z siebie wszystko!
zts331e	Jesteœ odwa¿ny... Pamiêtaj jednak, ¿e nie zawsze wszystko przebiega zgodnie z planem!
zts332e	Co masz na myœli? Czy Kovolty zaatakuj¹?
zts333e	Có¿... Te okropne warunki pracy i... to wszystko jest takie beznadziejne...
zts334e	Phi! Prawdopodobnie nie traktowa³eœ ich w³aœciwie. Mo¿e powinienem nauczyæ ich dobrych manier?
zts335e	Haha... Tak... Jednak potrzebujemy wiêcej informacji...
zts336e	Jakich informacji?! Te leniwe dranie lubi¹ tylko narzekaæ!
zts337e	Te Kovolty... Ten bunt jest silniejszy, ni¿ myœleliœmy, prawda?
zts338e	Có¿... zdaje siê, ¿e œwiat pogr¹¿a siê w chaosie... To wielki problem!
zts339e	Widocznie.... istniej¹ ku temu powody...
zts340e	Jakie powody?! Te g³upie kreatury maj¹ okropny zwyczaj ci¹g³ego skar¿enia siê!
zts341e	Czy tak wojna kiedyœ siê skoñczy?
zts342e	Kto oka¿e siê zwyciêzc¹ w wojnie miêdzy ludŸmi i Kovoltami?
zts343e	Jak ta sytuacja mog³a zostaæ tak ³atwo rozwi¹zana? Nie s¹dzê, ¿eby Kovolty by³y tak niekompetentne.
zts344e	Nigdy bym nie pomyœla³, ¿e wojna tak ³atwo siê zakoñczy... Kto by pomyœla³, ¿e Kovolty mog¹ mieæ problemy wewnêtrzne?
zts345e	Co teraz siê stanie? Martwiê siê i nie mogê spaæ.
zts346e	Teraz nie mo¿emy siê poddaæ! Musimy do koñca dawaæ z siebie wszystko!
zts347e	Nie! Ju¿ teraz nic nie mo¿emy zrobiæ. S¹ od nas o wiele silniejsi.
zts348e	Spójrz na mnie! Dlaczego musia³em przez to wszystko przechodziæ? Dlaczego musia³em tak cierpieæ?
zts349e	Mi³o ciê widzieæ! Co u ciebie s³ychaæ?
zts350e	Witaj! W trakcie swoich przygód nie ufaj ka¿demu. ¯yczê ci szczêœcia!
zts351e	Proszê, b³agam ciê! Walcz dalej dla naszej wioski!
zts352e	Strajk? Do licha... Mam nadziejê, ¿e nic z³ego siê nie sta³o...
zts353e	Zaniepokojenie przybiera na sile... Jednak¿e nie traæmy odwagi.
zts354e	Co za okropna sytuacja!
zts355e	Dziêkujê za twoj¹ ciê¿k¹ pracê.
zts356e	To mnie przygnêbia... Nie chcê o tym rozmawiaæ!
zts357e	Wyœmienicie! Jesteœ moim bohaterem!
zts358e	Przypominasz mi o moim dzieciñstwie.
zts359e	Jaki wówczas by³em? By³em tak g³upi jak ty? Hahahaha...
zts360e	Chcesz us³yszeæ œmieszn¹ historiê? *chichot*
zts361e	A wiêc raz na obozie wakacyjnym...
zts362e	*chichot*
zts363e	To jest takie œmieszne, ¿e nie mogê ci teraz o tym opowiadaæ!
zts364e	Witamy ponownie! Przypominasz sobie, co ci ostatnio chcia³em powiedzieæ?
zts365e	Mogê ci to teraz opowiedzieæ. Tym razem powstrzymam swój œmiech.
zts366e	To...
zts367e	Dawno, dawno temu ¿y³ sobie kolczasty chomik...
zts368e	...
zts369e	Pfff...
zts370e	Pfff... Hahahahaha... To takie œmieszne, jak ten kolczasty chomik siê tam dosta³! Hahahahaha!!!
zts371e	Innym razem opowiem ci tê historiê. Hahahaha...
zts372e	Nigdy nie traæ nadziei, niewa¿ne, jak mroczne czasy nadejd¹!
zts373e	Aby utrzymaæ trzeŸwoœæ naszych umys³ów, pozwól, ¿e opowiem ci naprawdê zabawn¹ historiê!
zts374e	Hej! Czemu sobie idziesz? Nie chcesz us³yszeæ mojej historii do koñca?
zts375e	Hej...
zts376e	Œmieszna historia? Jesteœ pewny, ¿e chcesz mi j¹ teraz opowiedzieæ?
zts377e	Dziêkujê, ¿e jesteœ dla mnie taki mi³y. Aby odwzajemniæ twoj¹ uprzejmoœæ, opowiem ci zabawn¹ historiê... Hej! Dok¹d idziesz?
zts378e	Dzisiaj mam w zanadrzu wyj¹tkow¹ historiê. Opowiada o Lanetanie i drzewie Fernon.
zts379e	Jeœli wybuchn¹, automatycznie siê usma¿¹? Hahahaha...
zts380e	Muhahahaha...
zts381e	Do licha! To nie jest œmieszne! Mam tu mo¿e zdechn¹æ?!
zts382e	Helou! Przysz³a mi na myœl pewna œmieszna historia!
zts383e	Co siê stanie, gdy Lanetan wybuchnie?
zts384e	OdpowiedŸ brzmi:
zts385e	Automatycznie zamieniaj¹ siê w chipsy ziemniaczane! To nie by³o œmieszne? Hahahaha...
zts386e	Ty jesteœ moim najwiêkszym ¿artem! Hahahaha...
zts387e	Hej! Skoro jesteœ nowicjuszem, musisz umieæ siê zachowaæ! I byæ szybki!
zts388e	No dawaj... Dlaczego tak marudzisz? Start! Szybciej!
zts389e	Brudne Kovolty! G³oœne Kovolty!
zts390e	Có¿ to by³ za dzieñ!
zts391e	Co siê stanie teraz z NosVille?
zts392e	Wszyscy umrzemy! To koniec! Ju¿ po nas!
zts393e	WejdŸ! Nikt mi nie uwierzy, gdy powiem, ¿e jesteœmy dobrymi przyjació³mi! Daj mi na dowód swój autograf.
zts394e	Pogoda jest cudowna, a ja nie muszê pracowaæ... Ach, to jest prawdziwe ¿ycie!
zts395e	Dlaczego przy³¹czy³eœ siê do NosObozu? Jeszcze nie jest za póŸno na do³¹czenie do zastêpów rycerzy Lorda Cuarry...
zts396e	Przestañ p³akaæ! Znikaj! Muszê siê dowiedzieæ, czy patrol nadchodzi.
zts397e	Jestem taki rozz³oszczony! Dlaczego do diab³a musz¹ strajkowaæ w³aœnie teraz?!
zts398e	Zrób coœ w koñcu! Czy to nie jest twoje zadanie?
zts399e	Te Kovolty... Co za g³oœne stworzenia!
zts400e	Dobra robota!!
zts401e	Na nieszczêœcie, mo¿liwe, ¿e wybuchnie wojna!
zts402e	Jak Kovolty œmia³y stan¹æ do walki z ludŸmi?! Haha!!
zts403e	Nic nie mów. Ju¿ po mnie.
zts404e	Lojalnoœæ! Wszystko okay!
zts405e	Rozmowa z Ospa³kiem
zts406e	Podobno wielu poszukiwaczy przygód nigdy nie wróci³o. Nadal s¹ poszukiwani... ¯yczê ci powodzenia!
zts407e	Och, nadal ¿yjesz?! Wiêc nie by³o tam a¿ tak Ÿle, jak myœla³em... Tak czy inaczej, ¿yczê ci oczywiœcie wszystkiego dobrego!
zts408e	S³ysza³em, ¿e jesteœ lepszy od pozosta³ych poszukiwaczy przygód. Z tego powodu nie powinieneœ jednak byæ zbyt arogancki, dobrze?
zts409e	Co? Nie powinieneœ chyba tego rozdmuchiwaæ, co? Niewa¿ne, tak czy inaczej...
zts410e	Numer seryjny miecza poszukiwacza przygód to NTR40U-10X. Jak na tê cenê to jest bardzo dobry. W³aœnie dlatego Teoman Topp przesta³ je produkowaæ.
zts411e	Sugerujemy u¿ywaæ poliestrowej szmateczki do czyszczenia miecza. Takie szmateczki s¹ znane z tego, i¿ ch³odz¹ ostrze.
zts412e	Jeœli zdarzy ci siê walczyæ z przeciwnikiem w skórzanej zbroi, unieœ swój miecz i opuœæ go pod k¹tem 36,5 stopnia. Odkryliœmy, ¿e skórê tnie siê naj³atwiej w³aœnie pod tym k¹tem.
zts413e	Istniej¹ dwa warianty ciêciwy. Pierwszy zrobiony jest z trzech œciêgien, zdrylowanych ze sob¹ 20 razy. Drugi natomiast to piêæ œciêgien, zdrylowanych ze sob¹ 40 razy. Wedle naszych badañ drugi typ zmniejsza napiêcie na palcach o 0,2%, ale nikt tak naprawdê nie czuje ró¿nicy.
zts414e	To wyposa¿enie? Cz³owieku, gdybyœ to kupi³, kiedy bra³eœ inne narzêdzia, dosta³byœ coœ ekstra za darmo.
zts415e	Porozmawiaj ponownie z mened¿erem kopalni Mudogiem
zts416e	Kopalnie Lorda Cuarry produkuj¹ najwiêcej kamieni Gillion w okolicy. Ludzie korzystaj¹ na tym.
zts417e	Czasami pies gryzie swego pana.
zts418e	Te Kovolty! Nie mog³em ju¿ d³u¿ej tak ¿yæ.
zts419e	W jakim œwiecie teraz ¿yjemy... Wojna przeciw Kovoltom... Haha...
zts420e	Czy to jest odpowiedni czas na odpoczynek? Wiedzia³em, ¿e Kovolty coœ knuj¹.
zts421e	Oj! Pijê, by utopiæ swe troski. Moje ¿ycie pozbawione jest radoœci. Przeklête korzenie drzewa Fernon chyba nas nie zabij¹, co? Oj!
zts422e	Kovolty te¿ siê naharowa³y. Kilka dni temu Lord Cuarry nagrodzi³ dobrego górnika. Nieporozumienia zosta³y wyjaœnione. Czy¿ to nie cudowne?
zts423e	Zarz¹dca wejœcia do kopalni
zts424e	Bohaterze! Wiem, brzmi œmiesznie, ale Kovolty wyrzuci³y mnie z kopalni!
