# 보상 받기 버튼을 눌러 보상을 받을려면 퀘스트 데이터에 (후)대화가 없어야 한다.
2120	talk 9079
2130	run 26
2140	time 3
2145	target 59 86 1
#강제 20직업레벨 추가	
#강제 19레벨 추가	
end	

#######################################################

script 2	
#새로운 인연	
#화살표 이동 스크립트	
10	targetoff
15	talk 9080
20	quest 1557
30	q_complete 1557
33	q_pay 1557
#경험치 보상
40	time 2
50	quest 1558
60	q_complete 1558
#경험치 보상
70	q_pay 1558
72	time 1
# 작은 창고 주기 추가
75	web t20_miniland.html
#[도움화면:미니랜드 물품 설치법]	
#80	run 27
#20레벨 강제 진행	
	
#서부광산지역 조사	
90	talk 9083
100	quest 1559
110	q_complete 1559
115	q_pay 1559
120	talk 9085
#####################################################
140	talk 9086
160	quest 1560
170	q_complete 1560
175	q_pay 1560
190	quest 1561
200	q_complete 1561
210	q_pay 1561
212	time 1
220	quest 1562
230	q_complete 1562
235	q_pay 1562
240	talk 9089
	
#6번 연속 마물 출현	
260	quest 1563
280	q_complete 1563
300	quest 1564
320	q_complete 1564
340	quest 1565
360	q_complete 1565
362	q_pay 1565
365	time 3
390	quest 1566
410	q_complete 1566
430	quest 1567
450	q_complete 1567
470	quest 1568
490	q_complete 1568
495	talk 9091
	
#검은 석판을 셀빅에게 가져다주자	
500	quest 1569
510	q_complete 1569
515	q_pay 1569
550	talk 9092
#22레벨 강제진행	
#3초 기다리기	
	
#마을의 위기	
560	quest 1570
570	q_complete 1570
580	talk 9093
600	quest 1571
620	q_complete 1571
640	quest 1572
660	q_complete 1572
680	quest 1573
700	q_complete 1573
705	q_pay 1573
720	target 122 160 3
730	time 3
	
#관리인 머독의 부탁	
740	talk 9095
745	targetoff
760	quest 1574
780	q_complete 1574 
785	q_pay 1574
790	quest 1575
800	q_complete 1575 
810	talk 9096
820	quest 1576
830	q_complete 1576
840	quest 1577
850	q_complete 1577
852	q_pay 1577
855	talk 9097
860	quest 1578
865	target 19 7 3
870	q_complete 1578
872	q_pay 1578
875	targetoff
880	talk 9098
890	quest 1579
900	q_complete 1579
905	q_pay 1579
910	quest 1580
920	q_complete 1580
930	q_pay 1580
end	

#----------------------------->>>> 여기까지 25레벨 퀘스트
#############################################################
#25레벨때 에릴과 대화하면서 시작됨	
script 3	
#강력한 적	
10	talk 9099
35	web t22_fairy.html
#[도움화면:페어리와 속성]	
40	quest 1582
50	q_complete 1582
60	talk 9100

#어중이와 대화
67	time 1
70	talk 9101
75	target 59 86 1
80	quest 1583
90	q_complete 1583
95	targetoff
100	talk 9102

##아침의 평원 조사 지하마수 10번 나옴
110	quest 1584
120	q_complete 1584
125	q_pay 1584
130	quest 1585
140	q_complete 1585
145	q_pay 1585
150	quest 1586
160	q_complete 1586
165	q_pay 1586
170	talk 9103
180	quest 1587
190	q_complete 1587
195	q_pay 1587
200	quest 1588
210	q_complete 1588
215	q_pay 1588
220	talk 9104
230	quest 1589
240	q_complete 1589
245	q_pay 1589
250	quest 1590
260	q_complete 1590
265	q_pay 1590
270	quest 1591
280	q_complete 1591
285	q_pay 1591
290	talk 9105
300	quest 1592
310	q_complete 1592
315	q_pay 1592
320	quest 1593
330	q_complete 1593
335	q_pay 1593
340	talk 9106
#마왕다크 나오는 시공	
350	quest 1594
360	q_complete 1594
365	q_pay 1594
370	talk 9107
380	quest 1595
390	q_complete 1595
###경험치같은거 많이 주자
400	time 1
405	talk 9108
410	quest 1596
420	q_complete 1596
430	talk 9109
	
#수상한 친위대	
#라모스의 깽판
440	quest 1597
450	q_complete 1597
460	talk 9110
470	quest 1598
480	q_complete 1598
490	talk 9111
500	quest 1599
510	q_complete 1599
520	talk 9112
530	quest 1600
540	q_complete 1600
545	q_pay 1600
550	talk 9113

#케빈과의 만남
560	quest 1601
570	q_complete 1601
575	q_pay 1601
580	talk 9114
590	quest 1602
600	q_complete 1602
610	talk 9115
620	quest 1603
630	q_complete 1603
640	talk 9116
650	quest 1604
660	q_complete 1604
670	talk 9117

#모건 심부름
680	quest 1605
690	q_complete 1605
700	talk 9118
710	quest 1606
720	q_complete 1606
730	talk 9118
740	quest 1607
750	q_complete 1607
760	talk 9118
770	quest 1608
780	q_complete 1608
800	quest 1609
810	q_complete 1609
815	q_pay 1609
820	talk 9120
830	quest 1610
840	q_complete 1610
845	q_pay 1610
850	talk 9121
end	
	
######################################################	
#===28레벨때 모건과 대화하면 얻음	
#라이벌	
script 4

#추적향수 만들기
10	talk 9122
40	quest 1612
50	q_complete 1612
60	talk 9123
70	quest 1613
75	target 97 50 2
80	q_complete 1613
85	targetoff
90	quest 1614
100	q_complete 1614
110	quest 1615
120	q_complete 1615
125	quest 1616
130	q_complete 1616
140	time 1
150	talk 9124

#킁킁이벌레 채집
160	quest 1617
170	q_complete 1617
180	talk 9125
185	time 2
190	quest 1618
200	q_complete 1618
205	q_pay 1618
210	talk 9126
250	quest 1620
260	q_complete 1620
270	talk 9127
	
#자코의 부름	
280	target 199 155 4
284	time 3
290	quest 1621
300	q_complete 1621
305	targetoff
310	talk 9128
320	quest 1622
330	q_complete 1622
335	q_pay 1622
340	talk 9129
350	quest 1623
360	q_complete 1623
365	q_pay 1623

#자코에게 트레이닝
370	talk 9130
380	quest 1624
390	q_complete 1624
400	talk 9131
410	quest 1625
420	q_complete 1625
425	q_pay 1625
430	web t24_personstone.html

#관문 시공 시작
440	quest 1626
450	q_complete 1626
460	q_pay 1626
470	quest 1627
480	q_complete 1627
490	q_pay 1627
500	quest 1628
510	q_complete 1628
520	talk 9134
530	quest 1629
540	q_complete 1629
545	q_pay 1629
550	talk 9135
560	quest 1630
570	q_complete 1630
575	q_pay 1630
580	quest 1631
590	q_complete 1631
600	talk 9136
end	


#######################################################3	
#=====31레벨때 에릴과 대화해서 얻음	
script 5	
#잿빛 폭풍!	

10	talk 9137
40	quest 1633
50	q_complete 1633
55	time 1
60	talk 9138
70	quest 1634
80	q_complete 1634
85	time 1
90	talk 9139
100	quest 1635
110	q_complete 1635
120	talk 9140

#철광석 얻기
130	quest 1636
140	q_complete 1636
150	time 1
180	talk 9142
190	quest 1638
200	q_complete 1638
205	time 1
210	talk 9143

#전투 시작
220	quest 1639
230	q_complete 1639
235	q_pay 1639
240	talk 9144
250	quest 1640
260	q_complete 1640
265	q_pay 1640
270	talk 9145

#주변에 상황 설명
280	quest 1641
290	q_complete 1641
295	time 1
300	talk 9146
310	quest 1642
320	q_complete 1642
325	time 1
330	talk 9147

#코볼트와 전투
340	quest 1643
350	q_complete 1643
355	q_pay 1643
360	talk 9148
370	quest 1644
380	q_complete 1644
385	q_pay 1644
390	talk 9149
400	quest 1645
410	q_complete 1645
420	talk 9150

#다시 노스캠프
430	quest 1646
440	q_complete 1646
445	q_pay 1646
450	talk 9151
460	quest 1647
465	target 2 131 5
470	q_complete 1647
472	q_pay 1647
475	targetoff
end	
	
########################################################	
#=====33레벨때 레이먼드와 대화	
script 6	
#전란의 소용돌이	
10	talk 9152
40	quest 1649
50	q_complete 1649
60	talk 9153
70	quest 1650
80	q_complete 1650
90	talk 9153
100	quest 1651
110	q_complete 1651
120	talk 9154
130	quest 1652
140	q_complete 1652
145	q_pay 1652
150	talk 9155

#폐광을 통해 이동
160	quest 1653
165	target 164 151 5
170	q_complete 1653
172	targetoff
175	time 1
180	talk 9156
190	quest 1654
200	q_complete 1654
210	q_pay 1654
215	time 1

#붉은빛 석판에 가루를 뿌리기
220	quest 1655
230	q_complete 1655
235	q_pay 1655
240	talk 9158
250	quest 1656
260	q_complete 1656
270	quest 1657
280	q_complete 1657
285	time 1
290	talk 9159

#베이먼의 꼬장
300	quest 1658
310	q_complete 1658
320	talk 9160
330	quest 1659
340	q_complete 1659
350	talk 9161
360	quest 1660
370	q_complete 1660
375	q_pay 1660
376	time 1
380	talk 9162

#붉은 진흙골렘 잡기
390	quest 1661
400	q_complete 1661
405	q_pay 1661
410	talk 9163
420	quest 1662
430	q_complete 1662
433	q_pay 1662
435	time 1
440	talk 9164
450	quest 1663
460	q_complete 1663
463	q_pay 1663
465	time 1
470	talk 9165
480	quest 1664
490	q_complete 1664
495	q_pay 1664
500	talk 9166
end	
	
#########################################################	
#==========35레벨때 베이먼과 대화해서 획득	
script 7	
#아군과 적	

10	talk 9167
70	quest 1666
80	q_complete 1666
85	time 1
#35경험치 보상
90	talk 9168
100	quest 1667
110	q_complete 1667
115	time 1
#경험치 돈 보상
120	talk 9169
130	quest 1668
140	q_complete 1668
145	time 1

#로만손에게 도착. 경험치 돈 보상
150	talk 9170
160	quest 1669
170	q_complete 1669
172	q_pay 1669
#시공이 끝나면 자동으로 이동
173	time 5
175	run 203
180	talk 9171
190	quest 1670
200	q_complete 1670
220	quest 1671
230	q_complete 1671
240	talk 9172
250	quest 1672
260	q_complete 1672
265	time 1
#경험치 보상

#노스캠프 위기. 폐쇄명령
270	talk 9173
280	quest 1673
290	q_complete 1673
300	talk 9174
310	quest 1674
320	q_complete 1674
325	time 1
330	talk 9175
#경험치 보상

#핏빛 루비를 찾아라
340	quest 1675
350	q_complete 1675
360	talk 9176
370	quest 1676
380	q_complete 1676
#경험치 보상, 빛나는 핏빛 루비 보상
390	q_pay 1676
400	quest 1677
410	q_complete 1677
420	talk 9178

#적진에 침투하자
430	quest 1678
440	q_complete 1678
442	q_pay 1678
445	time 1
#37 경험치 보상
450	talk 9179
490	quest 1679
500	q_complete 1679
505	q_pay 1679
510	quest 1680
520	q_complete 1680
525	time 1
#38레벨 경험치보상
530	talk 9180
540	quest 1681
550	q_complete 1681
555	time 1
#경험치 보상
560	talk 9181

#적진깊숙히 침투해 싸우자
570	quest 1682
580	q_complete 1682
585	q_pay 1682
#경험치 보상
590	quest 1683
600	q_complete 1683
700	q_pay 1683
#경험치 보상
end	
	
########################################################	
#39레벨에 레이먼드와 대화해서 획득	
script 8	
#분열과 배신	
10	talk 9182
20	quest 1685
25	q_complete 1685
27	q_pay 1685
30	talk 9183
40	quest 1686
50	q_complete 1686
#오솔길의 나무뿌리 통로를 통해서 시공의 돌로 이동
60	talk 9184
62	quest 1987
64	q_complete 1987
#39레벨 보상
66	quest 1986
68	q_complete 1986
69	q_pay 1986
#39레벨 보상
70	quest 1687
80	q_complete 1687
85	q_pay 1687
90	talk 9185
#수상한 흔적을 찾아라
100	quest 1688
110	q_complete 1688
115	q_pay 1688
#40레벨 보상
120	talk 9186
130	quest 1689
140	q_complete 1689
145	q_pay 1689
150	talk 9187
#켄코대원들에게 실마리 얻기
160	quest 1690
170	q_complete 1690
175	q_pay 1690
#41레벨 보상 골드 보상
180	talk 9188
#라울에게 물어보자
280	quest 1694
290	q_complete 1694
296	time 1
#41레벨 보상
300	talk 9189
#다시 실마리 얻기 - 검은석판
310	quest 1695
320	q_complete 1695
#41레벨 보상
330	talk 8014
#라울에게 검은석판 해석 부탁
340	quest 1696
350	q_complete 1696
#41레벨 보상
360	talk 9190
#시공근처 특정 장소로 이동
370	quest 1697
380	q_complete 1697
#32시공에 들어가서 지옥개의 목걸이를 얻자
400	quest 1698
410	q_complete 1698
415	q_pay 1698
#폐광의 입벌리고 있는 동상으로 가자
420	quest 1699
430	q_complete 1699
435	q_pay 1699
#42레벨 보상
#데몬 하수인과 대화
440	quest 1700
450	q_complete 1700
460	talk 9192
#푸른 두더지 수염 얻어서 갖다주기
463	quest 1989
465	q_complete 1989
470	quest 1701
480	q_complete 1701
484	quest 1988
486	q_complete 1988
489	q_pay 1988
#42레벨 보상
490	talk 9193
#33시공을 클리어하자
500	quest 1702
510	q_complete 1702
515	q_pay 1702
520	talk 9194
end

#43레벨에 에릴과 대화하면서 시작	
script 9	
#신비의 보물을 찾아서	
10	talk 9195
20	quest 1704
30	q_complete 1704
35	q_pay 1704
40	talk 9196
50	quest 1705
60	q_complete 1705
70	talk 9197
#심부름 마치고 에릴과 대화
90	quest 1706
100	q_complete 1706
110	talk 9198
120	quest 1707
130	q_complete 1707
140	talk 9199
#보물 찾기 시작
150	target 49 4 4
160	quest 1708
170	q_complete 1708
175	targetoff
#가면보상
180	quest 1709
190	q_complete 1709
#타이즈
200	quest 1710
210	q_complete 1710
#망토
220	quest 1711
230	q_complete 1711
#스펠건
#어중이에게 전달
250	quest 1712
260	q_complete 1712
270	talk 9200
#시공에서 보물을 찾자
290	quest 1713
300	q_complete 1713
310	quest 1714
320	q_complete 1714
325	q_pay 1714
330	talk 9201
end	

#45레벨에 첩보대원과 대화하면서 시작
script 10	
#새로운 동맹	
10	talk 9202
20	quest 1716
30	q_complete 1716
35	q_pay 1716
40	talk 9203
50	quest 1717
60	q_complete 1717
65	q_pay 1717
###35시공 클리어
70	quest 1718
80	q_complete 1718
###깔대기 얻기 얻기. 45레벨 보상
90	talk 9204
100	quest 1719
110	q_complete 1719
113	quest 1983
115	q_complete 1983
117	q_pay 1983
120	talk 9205
###개껌 얻기. 45레벨 보상
130	quest 1720
140	q_complete 1720
143	quest 1984
145	q_complete 1984
147	q_pay 1984
150	talk 9206
###검은가루 전달 45 레벨 보상
160	quest 1721
170	q_complete 1721
173	quest 1985
175	q_complete 1985
177	q_pay 1985
180	talk 9207
###36시공 클리어 코아렌 부대를 구함
190	quest 1722
200	q_complete 1722
202	q_pay 1722
##보상으로 흐름을 끊어주자
210	talk 9208
213	quest 1980
216	q_complete 1980
218	talk 9227
### 라울과 대화 
220	quest 1723
230	q_complete 1723
240	talk 9209
### 흡수 깔대기 보상 필요
### 흡수 깔대기로 허상구슬 얻기
250	quest 1724
260	q_complete 1724
265	q_pay 1724
### 허상구슬 보상으로 받기
270	talk 9210
280	quest 1725
290	q_complete 1725
## 혼이깃든 부적 획득 허상부적 보상필요
300	quest 1726
310	q_complete 1726
320	q_pay 1726
### 관문 통과. 37시공 클리어
330	quest 1727
340	q_complete 1727
350 q_pay 1727
360	talk 9212
### 통로봉쇄시공 클리어
370	quest 1728
380	q_complete 1728
390 q_pay 1728
400	quest 1729
410	q_complete 1729
420 q_pay 1729
430	quest 1730
440	q_complete 1730
450 q_pay 1730
end

	
#48레벨에 첩보대원과 대화하면서 시작
script 11	
#페르논의 나무	
### 첩보대원과 대화	
10	talk 9213
20	quest 1732
30	q_complete 1732
35	q_pay 1732
40	quest 1733 
50	q_complete 1733
60	talk 9215
### 구불구불 통로 이동	
70	quest 1734
80	q_complete 1734
90	talk 9217
###라울과 대화	
100	quest 1735
110	q_complete 1735
120	talk 9218
###붉은나뭇가지 얻기	
130	quest 1736
140	q_complete 1736
150	talk 9219
### 마법사의 탑으로 가서 성스러운 제단클릭	
160	quest 1737
170	q_complete 1737
###갑작스럽게 로브 출현!	
180	quest 1982
190	q_complete 1982
195	q_pay 1982
### 정화의 막대기 보상 주기	
200	talk 9220
202	quest 1979
204	q_complete 1979
205 q_pay 1979
## 1979 49레벨 시공 클리어
208	quest 1981
210	q_complete 1981
211 q_pay 1981
212	talk 9216
### 49시공 클리어	
214	quest 1738
220	q_complete 1738
230	talk 9221
##동쪽 소용돌이 통로 이동	
240	quest 1739
250	q_complete 1739
255	q_pay 1739
##빛속성호박 얻기
270	quest 1740
280	q_complete 1740
285	q_pay 1740
## 호박 보상
#### 1740 40 시공 클리어
290	quest 1741
300	q_complete 1741
305	q_pay 1741
##어둠속성호박 얻기
310	quest 1742
320	q_complete 1742
325	q_pay 1742
#### 1742 41 시공 클리어
330	quest 1743
340	q_complete 1743
345	q_pay 1743
##물속성호박 얻기
350	quest 1744
360	q_complete 1744
365	q_pay 1744
#### 1744 42 시공 클리어
370	quest 1745
380	q_complete 1745
385	q_pay 1745
##물속성호박 얻기
390	quest 1746
400	q_complete 1746
405	q_pay 1746
#### 1746 43 시공 클리어
410	talk 9222
420	quest 1747
430	q_complete 1747
##속박된 영혼으로 이동
440	talk 9223
450	quest 1748
460	q_complete 1748
465	q_pay 1748
##속박된 영혼과 전투
470	talk 9224
480	quest 1749
490	q_complete 1749
495	q_pay 1749
## 소용돌이 석상 돌려받자
500	talk 9225
510	quest 1750
520	q_complete 1750
530 q_pay 1750
540	talk 9226
550	quest 1751
560	q_complete 1751
570 q_pay 1751
end	


#----------------------------->>>> 여기까지 55레벨 퀘스트
#----------------------------->>>> 이제부터 ACT2 퀘스트 시작
#############################################################
#56레벨때 산드라 브레이크와 대화하면서 시작됨	
script 12
#노스캠프 크렘산지 지점 추진!
### 산드라 브레이크와 대화
10	talk 6610
20	quest 3000
30	q_complete 3000
40	talk 6611
### 산사나무를 채집하여 산사나무 열매즙을 얻어 왼쪽 석상에 뿌리기
50	quest 3001 
60	q_complete 3001
70	talk 6612
### 산사나무를 채집하여 산사나무 열매즙을 얻어 오른쪽 석상에 뿌리기
80	quest 3002 
90	q_complete 3002
100	talk 6613
### 휘리리콜린과 대화
110	quest 3003 
120	q_complete 3003
130	talk 6614
### 3004 퀘스트는 56Lv 시공에서 찰흙 20개 모으기
140	quest 3004 
150	q_complete 3004
155	q_pay 3004
160	talk 6615
### 찰흙을 가지고 어중이와 대화
170	quest 3005 
180	q_complete 3005
190	talk 6616
### 산사나무 열매즙을 가지고 부서진 석상과 대화
200	quest 3006
210	q_complete 3006
220	talk 6617
### 휘리리콜린과 대화
230	quest 3007
240	q_complete 3007
250	talk 6618
### 산드라 브레이크와 대화
260	quest 3008
270	q_complete 3008
280	talk 6619
### 벽돌조각 5개를 가지고 부서진 초소와 대화
290	quest 3009
300	q_complete 3009
310	talk 6620
### 잔디 10개를 가지고 촉촉한 땅과 대화
320	quest 3010
330	q_complete 3010
340	talk 6621
### 삽을 가지고 울퉁불퉁한 땅과 대화
350	quest 3011
360	q_complete 3011
370	talk 6622
### 보물지도를 가지고 산드라 브레이크와 대화
380	quest 3012
390	q_complete 3012
395	q_pay 3012
400	talk 6623
### 56Lv 시공에서 용감한 개가면을 얻어라
410	quest 3013
415	target 69 139 20
420	q_complete 3013
422	targetoff
425	q_pay 3013
430	talk 6624
### 용감한 개가면을 가지고 산드라와 대화
440	quest 3014
450	q_complete 3014
460	talk 6625
### 휘리리콜린과 대화
470	quest 3015
480	q_complete 3015
490	talk 6626
### 수직동굴 1층에 검은지렁이 10마리 사냥
500	quest 3016
510	q_complete 3016
515	q_pay 3016
### 수직동굴 2층에 컴컴한 괴물 15마리 사냥
530	quest 3017
540	q_complete 3017
545	q_pay 3017
### 수직동굴 3층에 검은지렁이 20마리 사냥
560	quest 3018
570	q_complete 3018
575	q_pay 3018
### 수직동굴 4층에 컴컴한 괴물 30마리 사냥
590	quest 3019
600	q_complete 3019
605	q_pay 3019
### 수직동굴 5층에 특정 지역으로 이동
615 target 42 92 85
620	quest 3020
630	q_complete 3020
635	targetoff
640	talk 6631
### 휘리리콜린과 대화
650	quest 3021
660	q_complete 3021
665	q_pay 3021
670	talk 6632
### 57Lv 시공의 돌을 완료
680	quest 3022
690	q_complete 3022
700	talk 6633
### 산드라 브레이크와 대화
710	quest 3023
720	q_complete 3023
730	talk 6634
### 산지동굴 1번 맵의 좁은구멍으로 이동
740	quest 3024
750	q_complete 3024
760	talk 6635
### 붉은공간으로 이동
770	quest 3025
780	q_complete 3025
790	talk 6636
### 거대한 땅강아지 20마리를 잡아라
800	quest 3026
810	q_complete 3026
815	q_pay 3026
820	talk 6637
### 산드라 브레이크와 대화
830	quest 3027
840	q_complete 3027
850	talk 6638
### 산지동굴 2번 맵의 좁은구멍으로 이동
860	quest 3028
870	q_complete 3028
880	talk 6639
### 푸른공간으로 이동
890	quest 3029
900	q_complete 3029
910	talk 6640
### 거대한 땅강아지를 30마리 잡아라
920	quest 3030
930	q_complete 3030
935	q_pay 3030
940	talk 6641
### 산드라 브레이크와 대화하라
950	quest 3031
960	q_complete 3031
970	talk 6642
### 산지동굴 3번 맵의 좁은 구멍으로 이동
980	quest 3032
990	q_complete 3032
1000 talk 6643
### 녹색공간으로 이동
1010	quest 3033
1020	q_complete 3033
1030	talk 6644
### 거대한 땅강아지를 40마리 잡아라
1040	quest 3034
1050	q_complete 3034
1055	q_pay 3034
1060	talk 6645
### 산드라 브레이크와 대화하라
1070	quest 3035
1080	q_complete 3035
1090	talk 6646
### 산지동굴 4번 맵의 좁은 구멍으로 이동
1100	quest 3036
1105	target 220 129 20
1110	q_complete 3036
1115	targetoff
1120 talk 6647
### 노란색공간으로 이동
1130	quest 3037
1140	q_complete 3037
1150	talk 6648
### 거대한 땅강아지를 50마리 잡아라
1160	quest 3038
1170	q_complete 3038
1185	q_pay 3038
1190	talk 6649
### 에릴카운터와 대화하라
1200	quest 3039
1210	q_complete 3039
1220	talk 6650
### 57Lv 시공의 돌을 완료하라
1230	quest 3040
1235	target 205 119 20
1240	q_complete 3040
1242	targetoff
1245	q_pay 3040
1250	talk 6651
end	


#----------------------------->>>> 여기까지 57레벨 퀘스트
#############################################################
#58레벨때 산드라 브레이크와 대화하면서 시작됨	
script 13
#코볼트와 캐트시
### 산드라 브레이크와 대화
10	talk 6654
### 산지동굴 5번맵의 특정 위치로 이동하라
20	quest 3041
30	q_complete 3041
40	talk 6655
### 동굴 으슥한 곳에 있는 데몬하수인과 대화
50	quest 3042
60	q_complete 3042
70	talk 6656
### 산지동굴 5번맵의 몬스터를 잡아라
80	quest 3043
90	q_complete 3043
95	q_pay 3043
100	talk 6657
### 동굴 으슥한 곳에 있는 데몬하수인과 대화
110	quest 3044 
120	q_complete 3044
130	talk 6658
### 산드라 브레이크와 대화
140	quest 3045
150	q_complete 3045
