#===19레벨때 어중이에게 스크립트2 메인 퀘스트를 얻는다
331 0 2 1 19 1
#===25레벨때 에릴과 대화하면서 시작됨	
300 0 3 2 25 1
#===28레벨때 모건과 대화하면 얻음
328 0 4 3 28 1
#=====31레벨때 에릴과 대화해서 얻음
300 0 5 4 31 1
#=====33레벨때 레이먼드와 대화	
356 0 6 5 33 5
#==========35레벨때 베이먼과 대화해서 획득
357 0 7 6 35 5
#=====39레벨에 레이먼드와 대화해서 획득	
356 0 8 7 39 5
#=====43레벨에 에릴카운트 대화해서 획득	
300 0 9 8 43 1
#=====44레벨에 첩보대원과 대화해서 획득	
389 0 10 9 44 63
#=====48레벨에 첩보대원과 대화해서 획득	
389 0 11 10 48 63
#=====56레벨에 산드라 브레이크와 대화해서 획득	
394 0 12 11 56 88
#=====58레벨에 산드라 브레이크와 대화해서 획득	
394 0 13 12 57 88
#=====60레벨에 산드라 브레이크와 대화해서 획득	
394 0 14 13 60 88
#=====62레벨에 빌스미스와 대화해서 획득	
301 0 15 14 61 1
#=====66레벨에 산드라브레이크와 대화해서 획득	
394 0 16 15 65 88
#=====67레벨에 에릴카운터와 대화해서 획득	
300 0 17 16 67 1
#=====70레벨에 에릴카운터와 대화해서 획득	
300 0 18 17 70 1
#=====72레벨에 샤를롯과 대화해서 획득	
455 0 19 18 72 108
#=====75레벨에 렉트라트와 대화해서 획득	
463 0 20 19 75 47
#=====78레벨에 에리 윈드스피어와 대화해서 획득	
459 0 21 20 78 107
#=====81레벨에 에릴과 대화해서 획득	
300 0 22 21 80 1
#=====90레벨에 세리자드와 대화해서 획득	
1065 0 23 22 85 179
#NPC Act Quest - Lv
#=====항구 습격 저지(항구지기톰)
#===== 사막도적단을 치유하라(현혹의 약병)
1330 1 5424 0 89
#===== 빼앗긴 상품 회수(딘폴 브라운)
1072 1 5462 0 89
1072 1 5463 0 89
#===== 빼앗긴 것은 되찾아야한다.(델먼 밀로프)
1073 1 5464 0 89
1073 1 5465 0 89
1073 1 5466 0 90
1073 1 5477 0 90
#===== 일일 퀘스트(시공조사 담당 성기사)
2580 1 7500 0 89
2580 1 7501 0 89
2580 1 7502 0 89
#===== 일일 퀘스트(펠리체 교단 연금 사제)
2575 1 7503 0 89
2575 1 7504 0 89
2575 1 7505 0 89
2575 1 7506 0 89
2575 1 7507 0 89
2575 1 7508 0 89
#===== 일일 퀘스트(릴리트)
2308 1 7509 0 89
2308 1 7510 0 89
2308 1 7511 0 89
2308 1 7518 0 89
#===== 일일 퀘스트(성기사 단장)
2535 1 7512 0 89
2535 1 7513 0 89
2535 1 7514 0 89
2535 1 7527 0 89
2535 1 7528 0 89
2535 1 7529 0 89
#===== 일일 퀘스트(비행선 선장)
2583 1 7515 0 89
#===== 일일 퀘스트(파누엘)
2541 1 7516 0 89
#===== 일일 퀘스트(엘리고스)
2542 1 7517 0 89
#===== 일일 퀘스트(전설의 사냥꾼)
2584 1 7519 0 89
2584 1 7520 0 89
2584 1 7521 0 89
2584 1 7522 0 89
2584 1 7523 0 89
2584 1 7524 0 89
#===== 일일 퀘스트(리브엘)
2576 1 7525 0 89
#===== 일일 퀘스트(하르파고)
2577 1 7526 0 89
#===== 일일 퀘스트(아스타로드)
2579 1 7530 0 89
2579 1 7531 0 89
2579 1 7532 0 89
2579 1 7533 0 89
2579 1 7534 0 89
2579 1 7535 0 89
#===== 일일 퀘스트(키르엘)
2578 1 7536 0 89
2578 1 7537 0 89
2578 1 7538 0 89
2578 1 7539 0 89
2578 1 7540 0 89
#===== 일일 퀘스트(에르디미엔)
2621 1 7542 0 80
2621 1 7543 0 80
2621 1 7544 0 80
#===== 일일 퀘스트(우트가르다)
2622 1 7545 0 80
2622 1 7546 0 80
#===== 일일 퀘스트(항구지기 톰)
1062 1 6700 0 80
#===== 일일 퀘스트(훈련중인 오크 경비병 남자)
3087 1 6706 0 80
#===== 일일 퀘스트(리타티즈)
3078 1 7600 0 80
3078 1 7604 0 80
3078 1 7617 0 80
#===== 일일 퀘스트(견습 대장장이 로고토르)
3084 1 6709 0 80
#===== 일일 퀘스트(보물 사냥꾼 오루스)
3094 1 6714 0 80
#===== 일일 퀘스트(늙은 오크 투도티토)
3089 1 6719 0 80
3089 1 7610 0 80
#===== 일일 퀘스트(추리스고)
3077 1 7603 0 80
3077 1 7613 0 80
3077 1 7630 0 80
3077 1 6723 0 80
#===== 일일 퀘스트(이투로스)
3070 1 7607 0 80
3070 1 7627 0 80
#===== 일일 퀘스트(리그타스)
3072 1 7609 0 80
#===== 일일 퀘스트(프로프가)
3068 1 7614 0 80
#===== 일일 퀘스트(족장 투타토르)
3067 1 7620 0 80
#===== 일일 퀘스트(코트타리)
3045 1 7621 0 80
3045 1 7636 0 80
#===== 일일 퀘스트(다티투스)
3044 1 7624 0 80
3044 1 7639 0 80
#===== 일일 퀘스트(마르타스)
3076 1 6728 0 80
3076 1 7633 0 80
#===== 일일 퀘스트(피키디르)
3079 1 7627 0 80
#===== 일일 퀘스트(아스고시)
3046 1 7642 0 80
#===== 서브 퀘스트(비밀의 연구소 양피지)
1487 1 2022 0 65
~
