#===19레벨때 어중이에게 스크립트2 메인 퀘스트를 얻는다
331 0 2 1 19 1
#===25레벨때 에릴과 대화하면서 시작됨	
300 0 3 2 25 1
#===28레벨때 모건과 대화하면 얻음
328 0 4 3 28 1
#=====31레벨때 에릴과 대화해서 얻음
300 0 5 4 31 1
#=====33레벨때 레이먼드와 대화	
356 0 6 5 33 5
#==========35레벨때 베이먼과 대화해서 획득
357 0 7 6 35 5
#=====39레벨에 레이먼드와 대화해서 획득	
356 0 8 7 39 5
#=====43레벨에 에릴카운트 대화해서 획득	
300 0 9 8 43 1
#=====44레벨에 첩보대원과 대화해서 획득	
389 0 10 9 44 63
#=====48레벨에 첩보대원과 대화해서 획득	
389 0 11 10 48 63
#=====56레벨에 산드라 브레이크와 대화해서 획득	
394 0 12 11 56 88
#=====58레벨에 산드라 브레이크와 대화해서 획득	
394 0 13 12 58 88
#=====60레벨에 산드라 브레이크와 대화해서 획득	
394 0 14 13 60 88
#=====62레벨에 빌스미스와 대화해서 획득	
301 0 15 14 62 1
#=====66레벨에 산드라브레이크와 대화해서 획득	
394 0 16 15 66 88
#=====67레벨에 에릴카운터와 대화해서 획득	
300 0 17 16 67 1
#=====70레벨에 에릴카운터와 대화해서 획득	
300 0 18 17 70 1
#=====72레벨에 샤를롯과 대화해서 획득	
455 0 19 18 72 108
#=====75레벨에 렉트라트와 대화해서 획득	
463 0 20 19 75 47
#=====78레벨에 에리 윈드스피어와 대화해서 획득	
459 0 21 20 78 107
#=====81레벨에 에릴과 대화해서 획득	
300 0 22 21 81 1
#=====80레벨에 세리자드와 대화해서 획득	
1065 0 23 22 88 179
#NPC Act Quest - Lv
#=====항구 습격 저지(항구지기톰)
1087 1 5144 0 76
1087 1 5145 0 76
1087 1 5146 0 76
1087 1 5147 0 76
1087 1 5148 0 76
1087 1 5149 0 76
1087 1 5150 0 76
1087 1 5371 0 80
1087 1 5372 0 80
1087 1 5373 0 80
1087 1 5374 0 80
1087 1 5403 0 80
1087 1 5404 0 80
1087 1 5419 0 81
1087 1 5420 0 81
1087 1 5427 0 81
1087 1 5428 0 81
1087 1 5439 0 81
1087 1 5440 0 81
1087 1 5441 0 81
1087 1 5442 0 81
1087 1 5443 0 81
1087 1 5444 0 81
1087 1 5445 0 81
1087 1 5446 0 81
1087 1 5457 0 82
1087 1 5458 0 82
1087 1 5469 0 82
1087 1 5470 0 82
#===== 지피지기(케루스의 수상한 상자)
1283 1 5159 0 76
1283 1 5160 0 76
#===== 지피지기(가톤의 수상한 상자)
1284 1 5163 0 76
1284 1 5164 0 76
#===== 아스터사원 지하성소에 유령이?(대사제 엘라딘)
1066 1 5189 0 77
1066 1 5202 0 78
1066 1 5215 0 78
1066 1 5225 0 78
1066 1 5226 0 78
1066 1 5233 0 78
1066 1 5234 0 78
1066 1 5247 0 78
1066 1 5249 0 78
1066 1 5250 0 78
1066 1 5261 0 78
1066 1 5349 0 80
1066 1 5350 0 80
1066 1 5433 0 81
1066 1 5434 0 81
1066 1 5437 0 81
1066 1 5438 0 81
#===== 사막도적단 소굴안의 포로 구출작전(꼬깃꼬깃한 쪽지)
1288 1 5190 0 77
#===== 사막도적단 소굴안의 포로 구출작전(상단포로 롬멜)
1086 1 5191 0 77
1086 1 5192 0 77
1086 1 5193 0 77
1086 1 5194 0 77
1086 1 5195 0 77
1086 1 5196 0 77
#===== 의문의 유물조각(부서진 유물조각)
1289 1 5198 0 77
#===== 아스터사원 지하성소에 유령이?(사제베라)
1067 1 5203 0 78
1067 1 5204 0 78
1067 1 5205 0 78
1067 1 5206 0 78
1067 1 5207 0 78
1067 1 5208 0 78
1067 1 5209 0 78
1067 1 5210 0 78
1067 1 5211 0 78
1067 1 5212 0 78
1067 1 5213 0 78
1067 1 5214 0 78
1067 1 5216 0 78
1067 1 5217 0 78
1067 1 5218 0 78
1067 1 5219 0 78
1067 1 5220 0 78
1067 1 5221 0 78
1067 1 5222 0 78
1067 1 5223 0 78
1067 1 5224 0 78
1067 1 5245 0 78
1067 1 5246 0 78
1067 1 5251 0 78
1067 1 5252 0 78
1067 1 5253 0 78
1067 1 5254 0 78
1067 1 5255 0 78
1067 1 5256 0 78
1067 1 5257 0 78
1067 1 5258 0 78
1067 1 5259 0 78
1067 1 5260 0 78
#===== 불쌍한 영혼들에게 안식을(사제노라)
1267 1 5235 0 78
1267 1 5236 0 78
1267 1 5237 0 78
1267 1 5238 0 78
1267 1 5239 0 78
1267 1 5240 0 78
1267 1 5241 0 78
1267 1 5242 0 78
1267 1 5243 0 78
1267 1 5244 0 78
#===== 부서진 유물과 단서(부서진 유물단서)
1308 1 5248 0 78
#===== 실종된 조사대원(시린헤이즐)
1069 1 5263 0 78
1069 1 5264 0 78
1069 1 5265 0 78
1069 1 5266 0 78
1069 1 5273 0 78
1069 1 5274 0 78
1069 1 5285 0 79
1069 1 5286 0 79
1069 1 5297 0 79
1069 1 5298 0 79
1069 1 5309 0 79
1069 1 5310 0 79
1069 1 5321 0 79
1069 1 5322 0 79
1069 1 5335 0 79
1069 1 5336 0 79
#===== 실종된 조사대원(미콜라본즈)
1089 1 5267 0 78
1089 1 5268 0 78
1089 1 5269 0 78
1089 1 5270 0 78
1089 1 5271 0 78
1089 1 5272 0 78
1089 1 5276 0 79
1089 1 5277 0 79
1089 1 5278 0 79
1089 1 5279 0 79
1089 1 5280 0 79
1089 1 5281 0 79
1089 1 5282 0 79
1089 1 5283 0 79
1089 1 5284 0 79
1089 1 5288 0 79
1089 1 5289 0 79
1089 1 5290 0 79
1089 1 5291 0 79
1089 1 5292 0 79
1089 1 5293 0 79
1089 1 5294 0 79
1089 1 5295 0 79
1089 1 5296 0 79
1089 1 5300 0 79
1089 1 5301 0 79
1089 1 5302 0 79
1089 1 5303 0 79
1089 1 5304 0 79
1089 1 5305 0 79
1089 1 5306 0 79
1089 1 5307 0 79
1089 1 5308 0 79
1089 1 5312 0 79
1089 1 5313 0 79
1089 1 5314 0 79
1089 1 5315 0 79
1089 1 5316 0 79
1089 1 5317 0 79
1089 1 5318 0 79
1089 1 5319 0 79
1089 1 5320 0 79
1089 1 5324 0 79
1089 1 5325 0 79
1089 1 5326 0 79
1089 1 5327 0 79
1089 1 5328 0 79
1089 1 5329 0 79
1089 1 5330 0 79
1089 1 5331 0 79
1089 1 5332 0 79
1089 1 5333 0 79
1089 1 5334 0 79
#===== 실종된 조사대원(리아 아카무르)
1068 1 5262 0 78
1068 1 5275 0 78
1068 1 5287 0 79
1068 1 5299 0 79
1068 1 5311 0 79
1068 1 5323 0 79
1068 1 5337 0 79
#===== 사막도적단 두목에게 보내는편지(사막도적단 두목에게 보내는 편지)
1328 1 5356 0 80
#===== 사막도적단의 방식(반역자 빌리)
1088 1 5375 0 80
1088 1 5376 0 80
1088 1 5377 0 80
1088 1 5378 0 80
1088 1 5379 0 80
1088 1 5380 0 80
1088 1 5395 0 80
1088 1 5396 0 80
1088 1 5397 0 80
1088 1 5398 0 80
1088 1 5399 0 80
1088 1 5400 0 80
1088 1 5401 0 80
1088 1 5402 0 80
1088 1 5408 0 81
1088 1 5409 0 81
1088 1 5410 0 81
1088 1 5411 0 81
1088 1 5412 0 81
1088 1 5413 0 81
1088 1 5414 0 81
1088 1 5415 0 81
1088 1 5416 0 81
1088 1 5417 0 81
1088 1 5418 0 81
1088 1 5425 0 81
1088 1 5426 0 81
1088 1 5447 0 81
1088 1 5448 0 81
1088 1 5452 0 82
1088 1 5453 0 82
1088 1 5454 0 82
1088 1 5455 0 82
1088 1 5456 0 82
1088 1 5471 0 82
1088 1 5472 0 82
1088 1 5473 0 82
1088 1 5474 0 82
#===== 사막도적단의 분열(여행자의 일기)
1329 1 5394 0 80
#===== 사막도적단을 치유하라(현혹의 약병)
1330 1 5424 0 81
#===== 빼앗긴 상품 회수(딘폴 브라운)
1072 1 5462 0 81
1072 1 5463 0 81
#===== 빼앗긴 것은 되찾아야한다.(델먼 밀로프)
1073 1 5464 0 81
1073 1 5465 0 81
1073 1 5466 0 82
1073 1 5477 0 82
#===== 일일 퀘스트(시공조사 담당 성기사)
2580 1 7500 0 89
2580 1 7501 0 89
2580 1 7502 0 89
#===== 일일 퀘스트(펠리체 교단 연금 사제)
2575 1 7503 0 89
2575 1 7504 0 89
2575 1 7505 0 89
2575 1 7506 0 89
2575 1 7507 0 89
2575 1 7508 0 89
#===== 일일 퀘스트(릴리트)
2308 1 7509 0 89
2308 1 7510 0 89
2308 1 7511 0 89
2308 1 7518 0 89
#===== 일일 퀘스트(성기사 단장)
2535 1 7512 0 89
2535 1 7513 0 89
2535 1 7514 0 89
2535 1 7527 0 89
2535 1 7528 0 89
2535 1 7529 0 89
#===== 일일 퀘스트(비행선 선장)
2583 1 7515 0 89
#===== 일일 퀘스트(파누엘)
2541 1 7516 0 89
#===== 일일 퀘스트(엘리고스)
2542 1 7517 0 89
#===== 일일 퀘스트(전설의 사냥꾼)
2584 1 7519 0 89
2584 1 7520 0 89
2584 1 7521 0 89
2584 1 7522 0 89
2584 1 7523 0 89
2584 1 7524 0 89
#===== 일일 퀘스트(리브엘)
2576 1 7525 0 89
#===== 일일 퀘스트(하르파고)
2577 1 7526 0 89
#===== 일일 퀘스트(아스타로드)
2579 1 7530 0 89
2579 1 7531 0 89
2579 1 7532 0 89
2579 1 7533 0 89
2579 1 7534 0 89
2579 1 7535 0 89
#===== 일일 퀘스트(키르엘)
2578 1 7536 0 89
2578 1 7537 0 89
2578 1 7538 0 89
2578 1 7539 0 89
2578 1 7540 0 89
#===== 일일 퀘스트(에르디미엔)
2621 1 7542 0 80
2621 1 7543 0 80
2621 1 7544 0 80
#===== 일일 퀘스트(우트가르다)
2622 1 7545 0 80
2622 1 7546 0 80
~

