#=============================================================
	LIST3-2	zts227e
	LIST4-1	zts228e
	LIST4-2	zts229e
	LIST5-1	zts230e
	LIST5-2	zts230e
	END
#=============================================================
	VNUM	18
	ICON	-1
	NAME	zts231e
	DESC	1	1	1	0	0
	SUBJ1	zts232e
	SUBJ2	zts233e
	SUBJ3	zts234e
	SUBJ4	zts235e
	SUBJ5	zts236e
	LIST1-1	zts237e
	LIST1-2	zts238e
	LIST2-1	zts239e
	LIST2-2	zts240e
	LIST3-1	zts241e
	LIST3-2	zts242e
	LIST4-1	zts243e
	LIST4-2	zts243e
	LIST5-1	zts244e
	LIST5-2	zts244e
	END
#=============================================================
	VNUM	19
	ICON	-1
	NAME	zts245e
	DESC	0	1	1	1
	SUBJ1	zts246e
	SUBJ2	zts247e
	SUBJ3	zts248e
	SUBJ4	zts249e
	LIST1-1	zts250e
	LIST1-2	zts250e
	LIST2-1	zts251e
	LIST2-2	zts252e
	LIST3-1	zts253e
	LIST3-2	zts253e
	LIST4-1	zts254e
	LIST4-2	zts255e
	END
#=============================================================
	VNUM	20
	ICON	-1
	NAME	zts256e
	DESC	1	1	1	1
	SUBJ1	zts257e
	SUBJ2	zts258e
	SUBJ3	zts259e
	SUBJ4	zts260e
	LIST1-1	zts261e
	LIST1-2	zts262e
	LIST2-1	zts263e
	LIST2-2	zts264e
	LIST3-1	zts265e
	LIST3-2	zts266e
	LIST4-1	zts267e
	LIST4-2	zts268e
	END
#=============================================================
	VNUM	21
	ICON	-1
	NAME	zts269e
	DESC	2	2	2	2	1
	SUBJ1	zts270e
	SUBJ2	zts271e
	SUBJ3	zts272e
	SUBJ4	zts273e
	SUBJ5	zts274e
	LIST1-1	zts275e
	LIST1-2	zts275e
	LIST2-1	zts276e
	LIST2-2	zts276e
	LIST3-1	zts277e
	LIST3-2	zts278e
	LIST4-1	zts279e
	LIST4-2	zts280e
	LIST5-1	zts281e
	LIST5-2	zts282e
	END
#=============================================================
	VNUM	22
	ICON	-1
	NAME	zts283e
	DESC	1	1	1	1	1
	SUBJ1	zts284e
	SUBJ2	zts285e
	SUBJ3	zts286e
	SUBJ4	zts287e
	SUBJ5	zts288e
	LIST1-1	zts289e
	LIST1-2	zts290e
	LIST2-1	zts291e
	LIST2-2	zts292e
	LIST3-1	zts293e
	LIST3-2	zts294e
	LIST4-1	zts295e
	LIST4-2	zts296e
	LIST5-1	zts297e
	LIST5-2	zts298e
	END
#=============================================================
	VNUM	23
	ICON	-1
	NAME	zts299e
	DESC	1	1	1	1	2
	SUBJ1	zts300e
	SUBJ2	zts301e
	SUBJ3	zts302e
	SUBJ4	zts303e
	SUBJ5	zts304e
	LIST1-1	zts305e
	LIST1-2	zts306e
	LIST2-1	zts307e
	LIST2-2	zts308e
	LIST3-1	zts309e
	LIST3-2	zts310e
	LIST4-1	zts311e
	LIST4-2	zts312e
	LIST5-1	zts313e
	LIST5-2	zts314e
	END
#=============================================================
	VNUM	24
	ICON	-1
	NAME	zts315e
	DESC	5	5
	SUBJ1	zts316e
	SUBJ2	zts317e
	LIST1-1	zts318e
	LIST1-2	zts319e
	LIST2-1	zts320e
	LIST2-2	zts321e
	END
#=============================================================
	VNUM	25
	ICON	-1
	NAME	zts322e
	DESC	4	0	4	0	0
	SUBJ1	zts323e
	SUBJ2	zts324e
	SUBJ3	zts325e
	SUBJ4	zts326e
	SUBJ5	zts327e
	LIST1-1	zts328e
	LIST1-2	zts329e
	LIST2-1	zts330e
	LIST2-2	zts330e
	LIST3-1	zts331e
	LIST3-2	zts332e
	LIST4-1	zts333e
	LIST4-2	zts333e
	LIST5-1	zts334e
	LIST5-2	zts335e
	END
#=============================================================
	VNUM	26
	ICON	-1
	NAME	zts336e
	DESC	3	3	3	3	2
	SUBJ1	zts337e
	SUBJ2	zts338e
	SUBJ3	zts339e
	SUBJ4	zts340e
	SUBJ5	zts341e
	LIST1-1	zts342e
	LIST1-2	zts343e
	LIST2-1	zts344e
	LIST2-2	zts345e
	LIST3-1	zts346e
	LIST3-2	zts347e
	LIST4-1	zts348e
	LIST4-2	zts349e
	LIST5-1	zts350e
	LIST5-2	zts351e
	END
#=============================================================
	VNUM	27
	ICON	-1
	NAME	zts352e
	DESC	1	1	0	0	0
	SUBJ1	zts353e
	SUBJ2	zts354e
	SUBJ3	zts355e
	SUBJ4	zts356e
	SUBJ5	zts357e
	LIST1-1	zts358e
	LIST1-2	zts359e
	LIST2-1	zts360e
	LIST2-2	zts361e
	LIST3-1	zts362e
	LIST3-2	zts362e
	LIST4-1	zts363e
	LIST4-2	zts363e
	LIST5-1	zts364e
	LIST5-2	zts364e
	END
#=============================================================
	VNUM	28
	ICON	-1
	NAME	zts365e
	DESC	0
	SUBJ1	zts366e
	LIST1-1	zts367e
	LIST1-2	zts367e
	END
#=============================================================
	VNUM	29
	ICON	-1
	NAME	zts368e
	DESC	2	2	2
	SUBJ1	zts369e
	SUBJ2	zts370e
	SUBJ3	zts371e
	LIST1-1	zts372e
	LIST1-2	zts372e
	LIST2-1	zts373e
	LIST2-2	zts373e
	LIST3-1	zts374e
	LIST3-2	zts374e
	END
#=============================================================
	VNUM	30
	ICON	-1
	NAME	zts375e
	DESC	0	1	4	4	0
	SUBJ1	zts376e
	SUBJ2	zts377e
	SUBJ3	zts378e
	SUBJ4	zts379e
	SUBJ5	zts380e
	LIST1-1	zts381e
	LIST1-2	zts382e
	LIST2-1	zts383e
	LIST2-2	zts383e
	LIST3-1	zts384e
	LIST3-2	zts384e
	LIST4-1	zts385e
	LIST4-2	zts385e
	LIST5-1	zts386e
	LIST5-2	zts386e
	END
#=============================================================
	VNUM	31
	ICON	-1
	NAME	zts387e
	DESC	1	1
	SUBJ1	zts388e
	SUBJ2	zts389e
	LIST1-1	zts390e
	LIST1-2	zts390e
	LIST2-1	zts391e
	LIST2-2	zts391e
	END
#=============================================================
	VNUM	32
	ICON	-1
	NAME	zts392e
	DESC	1	1
	SUBJ1	zts393e
	SUBJ2	zts394e
	LIST1-1	zts395e
	LIST1-2	zts396e
	LIST2-1	zts397e
	LIST2-2	zts398e
	END
#=============================================================
	VNUM	33
	ICON	-1
	NAME	zts399e
	DESC	1	1	1	1
	SUBJ1	zts400e
	SUBJ2	zts401e
	SUBJ3	zts564e
	SUBJ4	zts565e
	LIST1-1	zts402e
	LIST1-2	zts403e
	LIST2-1	zts404e
	LIST2-2	zts405e
	LIST3-1	zts566e
	LIST3-2	zts567e
	LIST4-1	zts568e
	LIST4-2	zts569e
	END
#=============================================================
	VNUM	34
	ICON	-1
	NAME	zts406e
	DESC	1	1	1	1
	SUBJ1	zts407e
	SUBJ2	zts408e
	SUBJ3	zts409e
	SUBJ4	zts410e
	LIST1-1	zts411e
	LIST1-2	zts412e
	LIST2-1	zts413e
	LIST2-2	zts414e
	LIST3-1	zts415e
	LIST3-2	zts416e
	LIST4-1	zts417e
	LIST4-2	zts418e
	END
#=============================================================
	VNUM	35
	ICON	-1
	NAME	zts419e
	DESC	1	1	1	1
	SUBJ1	zts420e
	SUBJ2	zts421e
	SUBJ3	zts422e
	SUBJ4	zts423e
	LIST1-1	zts424e
	LIST1-2	zts425e
	LIST2-1	zts426e
	LIST2-2	zts427e
	LIST3-1	zts428e
	LIST3-2	zts429e
	LIST4-1	zts430e
	LIST4-2	zts431e
	END
#=============================================================
	VNUM	36
	ICON	-1
	NAME	zts432e
	DESC	1	0	0	0	0
	SUBJ1	zts433e
	SUBJ2	zts434e
	SUBJ3	zts435e
	SUBJ4	zts436e
	SUBJ5	zts437e
	LIST1-1	zts438e
	LIST1-2	zts438e
	LIST2-1	zts439e
	LIST2-2	zts440e
	LIST3-1	zts441e
	LIST3-2	zts442e
	LIST4-1	zts443e
	LIST4-2	zts443e
	LIST5-1	zts444e
	LIST5-2	zts444e
	END
#=============================================================
	VNUM	37
	ICON	-1
	NAME	zts554e
	DESC	1	1	1
	SUBJ1	zts446e
	SUBJ2	zts447e
	SUBJ3	zts555e
	LIST1-1	zts448e
	LIST1-2	zts449e
	LIST2-1	zts450e
	LIST2-2	zts451e
	LIST3-1	zts556e
	LIST3-2	zts557e
	END
#=============================================================
	VNUM	38
	ICON	-1
	NAME	zts452e
	DESC	3
	SUBJ1	zts453e
	LIST1-1	zts454e
	LIST1-2	zts455e
	END
#=============================================================
	VNUM	39
	ICON	-1
	NAME	zts456e
	DESC	0	0	0
	SUBJ1	zts457e
	SUBJ2	zts458e
	SUBJ3	zts459e
	LIST1-1	zts460e
	LIST1-2	zts461e
	LIST2-1	zts462e
	LIST2-2	zts463e
	LIST3-1	zts464e
	LIST3-2	zts464e
	END
#=============================================================
	VNUM	40
	ICON	-1
	NAME	zts465e
	DESC	1	1	1	0	0
	SUBJ1	zts466e
	SUBJ2	zts467e
	SUBJ3	zts468e
	SUBJ4	zts469e
	SUBJ5	zts470e
	LIST1-1	zts471e
	LIST1-2	zts471e
	LIST2-1	zts472e
	LIST2-2	zts472e
	LIST3-1	zts473e
	LIST3-2	zts473e
	LIST4-1	zts474e
	LIST4-2	zts474e
	LIST5-1	zts475e
	LIST5-2	zts476e
	END
#=============================================================
	VNUM	41
	ICON	-1
	NAME	zts477e
	DESC	1	0	1	1	3
	SUBJ1	zts478e
	SUBJ2	zts479e
	SUBJ3	zts480e
	SUBJ4	zts481e
	SUBJ5	zts482e
	LIST1-1	zts483e
	LIST1-2	zts484e
	LIST2-1	zts485e
	LIST2-2	zts486e
	LIST3-1	zts487e
	LIST3-2	zts488e
	LIST4-1	zts489e
	LIST4-2	zts489e
	LIST5-1	zts490e
	LIST5-2	zts490e
	END
#=============================================================
	VNUM	42
	ICON	-1
	NAME	zts491e
	DESC	0	0	0	0	0
	SUBJ1	zts492e
	SUBJ2	zts493e
	SUBJ3	zts494e
	SUBJ4	zts495e
	SUBJ5	zts496e
	LIST1-1	zts497e
	LIST1-2	zts498e
	LIST2-1	zts499e
	LIST2-2	zts500e
	LIST3-1	zts501e
	LIST3-2	zts502e
	LIST4-1	zts503e
	LIST4-2	zts504e
	LIST5-1	zts505e
	LIST5-2	zts506e
	END
#=============================================================
	VNUM	43
	ICON	-1
	NAME	zts507e
	DESC	1	1	0	1
	SUBJ1	zts508e
	SUBJ2	zts509e
	SUBJ3	zts510e
	SUBJ4	zts511e
	LIST1-1	zts512e
	LIST1-2	zts513e
	LIST2-1	zts514e
	LIST2-2	zts515e
	LIST3-1	zts516e
	LIST3-2	zts517e
	LIST4-1	zts518e
	LIST4-2	zts519e
	END
#=============================================================
	VNUM	44
	ICON	-1
	NAME	zts520e
	DESC	1	1	1	0	1
	SUBJ1	zts521e
	SUBJ2	zts522e
	SUBJ3	zts523e
	SUBJ4	zts560e
	SUBJ5	zts562e
	LIST1-1	zts524e
	LIST1-2	zts524e
	LIST2-1	zts525e
	LIST2-2	zts570e
	LIST3-1	zts526e
	LIST3-2	zts526e
	LIST4-1	zts561e
	LIST4-2	zts561e
	LIST5-1	zts563e
	LIST5-2	zts563e
	END
#=============================================================
	VNUM	45
	ICON	-1
	NAME	zts527e
	DESC	2	2	2	2	2
	SUBJ1	zts528e
	SUBJ2	zts529e
	SUBJ3	zts530e
	SUBJ4	zts531e
	SUBJ5	zts532e
	LIST1-1	zts533e
	LIST1-2	zts534e
	LIST2-1	zts535e
	LIST2-2	zts536e
	LIST3-1	zts537e
	LIST3-2	zts538e
	LIST4-1	zts539e
	LIST4-2	zts540e
	LIST5-1	zts541e
	LIST5-2	zts542e
	END
#=============================================================
	VNUM	46
	ICON	-1
	NAME	zts543e
	DESC	0	1	4	3
	SUBJ1	zts544e
	SUBJ2	zts545e
	SUBJ3	zts546e
	SUBJ4	zts558e
	LIST1-1	zts547e
	LIST1-2	zts547e
	LIST2-1	zts548e
	LIST2-2	zts548e
	LIST3-1	zts549e
	LIST3-2	zts550e
	LIST4-1	zts559e
	LIST4-2	zts559e
	END
#=============================================================
	VNUM	47
	ICON	-1
	NAME	zts551e
	DESC	0
	SUBJ1	zts552e
	LIST1-1	zts553e
	LIST1-2	zts553e
	END
#=============================================================
	VNUM	48
	ICON	-1
	NAME	zts571e
	DESC	0	0	0	4
	SUBJ1	zts572e
	SUBJ2	zts573e
	SUBJ3	zts578e
	SUBJ4	zts579e
	LIST1-1	zts576e
	LIST1-2	zts574e
	LIST2-1	zts577e
	LIST2-2	zts574e
	LIST3-1	zts580e
	LIST3-2	zts580e
	LIST4-1	zts581e
	LIST4-2	zts581e
	END
#=============================================================
	VNUM	49
	ICON	-1
	NAME	zts582e
	DESC	0	0
	SUBJ1	zts583e
	SUBJ2	zts584e
	LIST1-1	zts585e
	LIST1-2	zts585e
	LIST2-1	zts586e
	LIST2-2	zts586e
	END
#=============================================================
	VNUM	50
	ICON	-1
	NAME	zts587e
	DESC	1	1
	SUBJ1	zts588e
	SUBJ2	zts589e
	LIST1-1	zts590e
	LIST1-2	zts590e
	LIST2-1	zts591e
	LIST2-2	zts591e
	END
#=============================================================
	VNUM	51
	ICON	-1
	NAME	zts592e
	DESC	1	1
	SUBJ1	zts593e
	SUBJ2	zts594e
	LIST1-1	zts595e
	LIST1-2	zts595e
	LIST2-1	zts596e
	LIST2-2	zts596e
	END
#=============================================================
	VNUM	52
	ICON	-1
	NAME	zts597e
	DESC	2
	SUBJ1	zts598e
	LIST1-1	zts599e
	LIST1-2	zts599e
	END
#=============================================================

~
